sale_id,product_id,customer_id,store_id,sale_date,quantity,unit_price,total_amount
2219,9,383,15,2023-03-22,2,226.05,452.1
2220,22,479,13,2024-10-02,2,185.61,371.22
2221,46,777,10,2023-04-30,4,122.91,491.64
2222,13,631,6,2023-12-13,4,183.21,732.84
2223,37,778,19,2023-06-24,2,220.89,441.78
2224,26,779,5,2023-01-19,1,347.15,347.15
2225,48,615,2,2024-10-27,1,194.93,194.93
2226,28,747,19,2024-07-18,2,406.72,813.44
2227,20,695,4,2024-03-18,4,286.8,1147.2
2228,10,186,1,2023-11-21,3,122.08,366.24
2229,40,764,1,2023-03-18,2,263.4,526.8
2230,23,311,8,2023-11-05,3,259.5,778.5
2231,45,668,3,2023-03-14,3,189.04,567.12
2232,10,703,16,2023-08-14,5,122.08,610.4
2233,19,515,8,2023-10-25,2,203.07,406.14
2234,38,369,11,2024-05-17,4,23.93,95.72
2235,26,203,19,2023-03-30,1,347.15,347.15
2236,20,596,15,2023-06-21,3,286.8,860.4
2237,40,892,13,2024-04-15,2,263.4,526.8
2238,40,471,11,2023-07-24,2,263.4,526.8
2239,31,974,10,2023-11-18,1,249.7,249.7
2240,27,662,3,2024-11-14,3,99.84,299.52
2241,16,575,3,2024-02-25,3,170.47,511.41
2242,20,696,14,2023-08-25,1,286.8,286.8
2243,19,9,14,2024-11-11,1,203.07,203.07
2244,27,247,17,2024-04-20,5,99.84,499.2
2245,32,904,6,2024-07-03,2,385.42,770.84
2246,21,815,4,2024-07-15,2,441.38,882.76
2247,33,848,4,2023-02-02,5,269.05,1345.25
2248,50,658,11,2024-09-25,3,351.37,1054.11
2249,45,396,4,2023-06-08,1,189.04,189.04
2250,9,279,10,2023-03-05,4,226.05,904.2
2251,40,14,2,2024-09-28,3,263.4,790.2
2252,25,661,5,2023-01-05,2,260.99,521.98
2253,20,236,18,2023-04-05,2,286.8,573.6
2254,7,957,4,2023-06-25,5,225.41,1127.05
2255,23,104,4,2024-06-06,3,259.5,778.5
2256,41,700,7,2024-03-30,5,172.46,862.3
2257,37,938,16,2024-01-07,3,220.89,662.67
2258,32,893,19,2023-08-28,1,385.42,385.42
2259,48,118,9,2024-11-14,5,194.93,974.65
2260,5,853,8,2023-12-13,2,107.02,214.04
2261,28,26,11,2024-06-17,5,406.72,2033.6
2262,41,880,19,2023-07-19,5,172.46,862.3
2263,2,133,9,2024-01-10,4,138.27,553.08
2264,36,75,14,2024-05-17,3,488.38,1465.14
2265,35,17,10,2023-05-02,5,367.83,1839.15
2266,43,189,10,2023-05-10,5,6.21,31.05
2267,5,588,10,2024-10-25,1,107.02,107.02
2268,28,627,4,2023-07-19,4,406.72,1626.88
2269,43,258,5,2024-06-19,5,6.21,31.05
2270,50,948,4,2023-09-25,4,351.37,1405.48
2271,2,893,13,2024-04-04,1,138.27,138.27
2272,1,23,9,2023-11-29,2,107.48,214.96
2273,7,586,5,2024-11-03,1,225.41,225.41
2274,11,575,2,2023-09-16,2,497.06,994.12
2275,43,688,19,2024-07-06,5,6.21,31.05
2276,16,171,7,2024-06-10,5,170.47,852.35
2277,6,109,13,2023-03-13,3,382.22,1146.66
2278,24,172,2,2024-06-10,2,447.75,895.5
2279,37,262,13,2024-09-29,1,220.89,220.89
2280,17,979,16,2023-06-29,5,20.05,100.25
2281,40,31,12,2024-08-12,1,263.4,263.4
2282,25,313,17,2024-11-07,4,260.99,1043.96
2283,13,925,20,2023-01-24,3,183.21,549.63
2284,35,879,5,2023-01-23,1,367.83,367.83
2285,44,276,2,2024-01-01,3,472.09,1416.27
2286,31,254,19,2023-04-16,1,249.7,249.7
2287,49,760,13,2023-05-02,4,75.66,302.64
2288,3,629,17,2024-09-26,2,276.91,553.82
2289,4,180,4,2024-01-01,2,315.3,630.6
2290,46,303,14,2024-02-26,4,122.91,491.64
2291,25,172,7,2024-08-07,1,260.99,260.99
2292,18,555,18,2023-11-03,3,200.41,601.23
2293,2,256,16,2024-07-09,3,138.27,414.81
2294,40,764,1,2024-02-15,5,263.4,1317.0
2295,29,681,14,2024-06-13,5,28.27,141.35
2296,10,677,1,2023-11-10,3,122.08,366.24
2297,7,621,5,2023-04-07,5,225.41,1127.05
2298,15,755,1,2024-11-25,4,170.46,681.84
2299,37,37,5,2024-07-21,2,220.89,441.78
2300,33,457,20,2023-01-31,3,269.05,807.15
2301,40,865,8,2023-11-24,3,263.4,790.2
2302,10,816,8,2024-02-15,5,122.08,610.4
2303,29,542,9,2024-06-17,5,28.27,141.35
2304,7,688,6,2023-10-15,5,225.41,1127.05
2305,33,586,13,2023-09-21,2,269.05,538.1
2306,31,215,13,2023-01-15,4,249.7,998.8
2307,41,439,10,2024-06-04,4,172.46,689.84
2308,32,68,19,2023-09-05,5,385.42,1927.1
2309,19,621,2,2023-04-18,2,203.07,406.14
2310,27,998,14,2024-10-02,3,99.84,299.52
2311,6,111,12,2023-06-20,3,382.22,1146.66
2312,9,748,20,2024-06-04,1,226.05,226.05
2313,46,815,20,2024-04-30,3,122.91,368.73
2314,29,757,7,2024-08-28,3,28.27,84.81
2315,24,240,3,2024-10-17,1,447.75,447.75
2316,14,663,9,2024-11-11,5,118.89,594.45
2317,30,572,18,2023-09-14,5,193.36,966.8
2318,12,643,2,2023-08-27,5,78.4,392.0
2319,13,215,13,2024-09-25,3,183.21,549.63
2320,39,648,7,2023-08-16,5,391.69,1958.45
2321,9,141,9,2024-08-06,1,226.05,226.05
2322,14,677,6,2023-04-28,2,118.89,237.78
2323,32,966,3,2024-04-09,1,385.42,385.42
2324,34,27,13,2023-02-26,3,418.02,1254.06
2325,34,223,7,2023-05-19,1,418.02,418.02
2326,48,896,4,2024-07-15,4,194.93,779.72
2327,31,559,18,2023-04-22,3,249.7,749.1
2328,29,468,6,2024-03-30,1,28.27,28.27
2329,37,892,10,2023-03-09,5,220.89,1104.45
2330,46,926,9,2024-03-01,3,122.91,368.73
2331,19,172,14,2023-10-16,1,203.07,203.07
2332,19,451,5,2023-12-15,1,203.07,203.07
2333,49,770,9,2024-10-09,1,75.66,75.66
2334,43,392,5,2024-09-04,4,6.21,24.84
2335,9,644,19,2023-05-27,4,226.05,904.2
2336,44,636,13,2024-08-11,4,472.09,1888.36
2337,40,288,9,2024-04-10,5,263.4,1317.0
2338,36,665,18,2023-11-29,4,488.38,1953.52
2339,2,999,6,2024-07-01,4,138.27,553.08
2340,8,538,5,2023-02-18,5,322.78,1613.9
2341,20,422,12,2023-04-27,2,286.8,573.6
2342,37,205,17,2024-11-10,5,220.89,1104.45
2343,29,945,19,2023-01-19,3,28.27,84.81
2344,14,904,5,2023-04-03,5,118.89,594.45
2345,48,310,17,2023-09-08,2,194.93,389.86
2346,4,905,18,2023-12-15,2,315.3,630.6
2347,34,586,15,2023-08-28,4,418.02,1672.08
2348,19,225,8,2023-10-04,3,203.07,609.21
2349,47,369,8,2023-09-16,3,163.54,490.62
2350,44,25,14,2023-05-01,5,472.09,2360.45
2351,37,923,12,2023-12-04,2,220.89,441.78
2352,42,170,4,2024-08-10,1,147.62,147.62
2353,5,139,10,2023-07-27,4,107.02,428.08
2354,15,972,11,2024-05-16,5,170.46,852.3
2355,31,478,5,2023-03-07,3,249.7,749.1
2356,42,533,5,2023-08-16,2,147.62,295.24
2357,7,498,8,2024-06-27,1,225.41,225.41
2358,22,874,13,2023-01-07,3,185.61,556.83
2359,33,826,1,2023-05-12,1,269.05,269.05
2360,1,336,3,2023-11-22,1,107.48,107.48
2361,6,577,5,2023-10-23,4,382.22,1528.88
2362,50,996,16,2024-11-11,3,351.37,1054.11
2363,16,318,5,2023-08-15,1,170.47,170.47
2364,34,407,17,2023-07-31,2,418.02,836.04
2365,6,77,18,2024-06-29,4,382.22,1528.88
2366,17,177,5,2024-10-27,1,20.05,20.05
2367,38,787,4,2024-11-27,3,23.93,71.79
2368,38,109,19,2023-08-24,5,23.93,119.65
2369,13,665,14,2023-10-09,5,183.21,916.05
2370,38,588,19,2023-02-04,3,23.93,71.79
2371,10,704,12,2024-02-02,4,122.08,488.32
2372,29,301,9,2023-01-25,5,28.27,141.35
2373,12,126,7,2024-09-30,1,78.4,78.4
2374,37,781,2,2024-06-04,3,220.89,662.67
2375,43,465,18,2023-11-01,1,6.21,6.21
2376,36,468,4,2024-03-19,5,488.38,2441.9
2377,40,197,17,2023-06-30,4,263.4,1053.6
2378,48,726,18,2023-10-26,5,194.93,974.65
2379,21,28,20,2023-04-08,3,441.38,1324.14
2380,7,112,2,2023-12-30,1,225.41,225.41
2381,9,574,15,2023-04-27,2,226.05,452.1
2382,1,691,12,2023-10-23,4,107.48,429.92
2383,7,242,7,2023-08-31,4,225.41,901.64
2384,49,500,1,2024-09-30,4,75.66,302.64
2385,35,466,17,2023-07-29,4,367.83,1471.32
2386,38,683,3,2023-05-18,5,23.93,119.65
2387,35,134,13,2023-10-13,2,367.83,735.66
2388,10,802,15,2023-11-10,3,122.08,366.24
2389,27,566,11,2024-04-02,4,99.84,399.36
2390,37,352,1,2024-07-08,2,220.89,441.78
2391,10,946,20,2023-08-28,2,122.08,244.16
2392,17,396,18,2023-11-27,5,20.05,100.25
2393,26,401,13,2023-03-27,1,347.15,347.15
2394,24,849,15,2024-09-02,3,447.75,1343.25
2395,37,728,12,2024-07-10,2,220.89,441.78
2396,10,923,16,2024-07-26,3,122.08,366.24
2397,31,915,7,2023-04-22,1,249.7,249.7
2398,3,141,4,2023-02-25,2,276.91,553.82
2399,40,376,4,2024-02-16,3,263.4,790.2
2400,8,791,13,2024-06-22,5,322.78,1613.9
2401,11,888,3,2023-04-21,3,497.06,1491.18
2402,38,171,9,2024-07-09,5,23.93,119.65
2403,9,641,6,2024-01-20,4,226.05,904.2
2404,21,22,10,2024-08-17,2,441.38,882.76
2405,1,445,5,2023-12-16,4,107.48,429.92
2406,32,990,14,2024-11-26,1,385.42,385.42
2407,50,444,14,2023-08-20,5,351.37,1756.85
2408,30,862,4,2023-05-17,4,193.36,773.44
2409,42,960,1,2023-05-29,2,147.62,295.24
2410,28,604,7,2023-06-26,4,406.72,1626.88
2411,16,157,13,2023-03-02,5,170.47,852.35
2412,2,256,18,2024-07-15,2,138.27,276.54
2413,29,631,10,2023-07-19,1,28.27,28.27
2414,12,824,10,2024-04-28,5,78.4,392.0
2415,27,901,4,2024-10-06,1,99.84,99.84
2416,18,934,7,2024-06-15,3,200.41,601.23
2417,14,962,4,2024-11-29,1,118.89,118.89
2418,23,580,13,2024-11-22,1,259.5,259.5
2419,13,852,17,2024-01-08,1,183.21,183.21
2420,18,535,13,2024-02-14,1,200.41,200.41
2421,6,111,4,2023-06-01,2,382.22,764.44
2422,44,359,4,2023-12-22,4,472.09,1888.36
2423,14,272,11,2024-10-09,5,118.89,594.45
2424,13,25,6,2024-11-01,3,183.21,549.63
2425,11,122,20,2024-02-02,1,497.06,497.06
2426,10,931,12,2023-09-19,1,122.08,122.08
2427,13,258,19,2023-09-02,3,183.21,549.63
2428,6,479,6,2024-07-20,3,382.22,1146.66
2429,39,139,9,2024-02-21,2,391.69,783.38
2430,34,318,1,2023-12-23,5,418.02,2090.1
2431,5,686,13,2024-09-09,5,107.02,535.1
2432,45,874,4,2024-11-10,4,189.04,756.16
2433,40,61,3,2024-09-13,4,263.4,1053.6
2434,46,464,16,2024-11-04,2,122.91,245.82
2435,22,522,15,2023-08-18,5,185.61,928.05
2436,5,731,12,2024-05-21,2,107.02,214.04
2437,29,886,12,2024-05-17,4,28.27,113.08
2438,42,648,2,2023-12-16,3,147.62,442.86
2439,25,93,12,2023-12-19,5,260.99,1304.95
2440,9,631,15,2024-01-27,1,226.05,226.05
2441,31,316,3,2024-03-19,1,249.7,249.7
2442,9,783,17,2023-06-24,1,226.05,226.05
2443,48,743,11,2024-09-23,5,194.93,974.65
2444,50,661,11,2024-08-23,5,351.37,1756.85
2445,44,588,19,2023-10-20,3,472.09,1416.27
2446,5,986,3,2023-02-24,3,107.02,321.06
2447,49,548,12,2023-05-01,3,75.66,226.98
2448,44,855,14,2023-09-17,1,472.09,472.09
2449,10,227,1,2024-08-26,5,122.08,610.4
2450,42,634,5,2024-02-13,4,147.62,590.48
2451,13,405,14,2024-01-07,4,183.21,732.84
2452,49,721,4,2023-08-11,5,75.66,378.3
2453,20,635,8,2023-11-13,5,286.8,1434.0
2454,25,224,7,2023-09-06,1,260.99,260.99
2455,20,418,12,2024-07-24,1,286.8,286.8
2456,20,399,2,2024-09-05,1,286.8,286.8
2457,8,83,17,2023-05-04,5,322.78,1613.9
2458,22,610,12,2024-07-21,5,185.61,928.05
2459,9,949,4,2024-02-18,1,226.05,226.05
2460,29,691,2,2024-06-21,4,28.27,113.08
2461,10,983,17,2023-01-21,2,122.08,244.16
2462,1,966,9,2023-12-02,2,107.48,214.96
2463,30,112,20,2023-09-20,5,193.36,966.8
2464,37,998,3,2024-04-22,5,220.89,1104.45
2465,40,457,4,2023-11-24,5,263.4,1317.0
2466,45,116,20,2023-05-17,5,189.04,945.2
2467,19,501,10,2024-11-04,2,203.07,406.14
2468,8,47,9,2024-05-11,3,322.78,968.34
2469,18,291,2,2023-03-24,2,200.41,400.82
2470,50,595,14,2024-11-14,1,351.37,351.37
2471,2,149,12,2024-07-20,3,138.27,414.81
2472,25,521,8,2023-09-11,4,260.99,1043.96
2473,24,19,12,2024-10-24,2,447.75,895.5
2474,13,167,12,2023-10-16,1,183.21,183.21
2475,31,603,2,2024-07-07,5,249.7,1248.5
2476,43,135,9,2023-03-05,1,6.21,6.21
2477,22,579,9,2024-10-09,4,185.61,742.44
2478,8,600,20,2024-11-14,1,322.78,322.78
2479,22,868,8,2024-05-15,2,185.61,371.22
2480,42,124,3,2024-07-23,5,147.62,738.1
2481,12,875,10,2024-06-23,2,78.4,156.8
2482,24,807,18,2023-08-09,3,447.75,1343.25
2483,10,352,14,2024-06-28,2,122.08,244.16
2484,25,122,17,2023-09-19,1,260.99,260.99
2485,18,517,12,2023-12-23,4,200.41,801.64
2486,32,357,8,2024-11-02,2,385.42,770.84
2487,22,665,20,2023-04-18,2,185.61,371.22
2488,45,841,12,2023-01-05,4,189.04,756.16
2489,38,721,12,2024-08-23,3,23.93,71.79
2490,7,116,13,2023-01-06,1,225.41,225.41
2491,24,535,12,2024-01-08,5,447.75,2238.75
2492,18,904,10,2023-01-03,5,200.41,1002.05
2493,14,641,12,2023-06-09,4,118.89,475.56
2494,42,711,19,2024-01-26,1,147.62,147.62
2495,11,938,11,2023-05-22,5,497.06,2485.3
2496,26,488,20,2024-08-22,2,347.15,694.3
2497,39,234,19,2024-10-15,3,391.69,1175.07
2498,23,418,15,2023-05-24,3,259.5,778.5
2499,23,948,9,2024-06-14,4,259.5,1038.0
2500,22,165,2,2024-09-20,2,185.61,371.22
2501,26,185,5,2023-09-15,1,347.15,347.15
2502,19,322,3,2023-11-08,5,203.07,1015.35
2503,11,470,16,2023-01-04,4,497.06,1988.24
2504,40,853,18,2024-03-07,2,263.4,526.8
2505,27,97,2,2024-02-02,3,99.84,299.52
2506,50,123,20,2024-11-02,4,351.37,1405.48
2507,17,511,15,2023-07-13,5,20.05,100.25
2508,32,760,17,2024-10-11,5,385.42,1927.1
2509,17,650,20,2024-11-20,5,20.05,100.25
2510,46,924,3,2023-07-17,1,122.91,122.91
2511,41,50,15,2023-03-25,3,172.46,517.38
2512,23,690,5,2023-05-26,2,259.5,519.0
2513,12,74,4,2024-09-23,3,78.4,235.2
2514,12,589,18,2023-01-23,1,78.4,78.4
2515,43,478,7,2023-07-13,3,6.21,18.63
2516,25,151,3,2023-05-30,1,260.99,260.99
2517,2,628,8,2024-08-07,4,138.27,553.08
2518,33,890,20,2024-01-08,2,269.05,538.1
2519,16,517,12,2024-06-09,1,170.47,170.47
2520,1,545,9,2023-04-10,3,107.48,322.44
2521,34,361,11,2023-04-22,2,418.02,836.04
2522,50,832,17,2024-05-21,1,351.37,351.37
2523,42,767,17,2023-05-18,4,147.62,590.48
2524,48,279,1,2024-03-08,2,194.93,389.86
2525,47,158,10,2024-10-02,1,163.54,163.54
2526,9,442,13,2024-04-19,4,226.05,904.2
2527,22,250,15,2023-08-09,5,185.61,928.05
2528,1,334,13,2023-01-24,3,107.48,322.44
2529,3,66,9,2023-05-08,2,276.91,553.82
2530,9,794,10,2023-12-13,3,226.05,678.15
2531,34,638,8,2023-12-07,3,418.02,1254.06
2532,17,140,2,2023-02-18,2,20.05,40.1
2533,50,526,17,2024-05-02,5,351.37,1756.85
2534,11,398,5,2024-01-09,2,497.06,994.12
2535,8,628,18,2024-06-04,2,322.78,645.56
2536,39,657,17,2024-08-02,3,391.69,1175.07
2537,50,524,4,2023-05-02,1,351.37,351.37
2538,37,3,17,2024-03-05,5,220.89,1104.45
2539,28,977,16,2023-08-04,2,406.72,813.44
2540,30,970,3,2024-11-05,2,193.36,386.72
2541,29,830,17,2023-11-12,1,28.27,28.27
2542,35,7,5,2023-05-22,4,367.83,1471.32
2543,23,725,1,2024-07-23,2,259.5,519.0
2544,36,52,19,2023-01-10,4,488.38,1953.52
2545,19,141,10,2024-02-21,2,203.07,406.14
2546,36,361,2,2024-01-12,1,488.38,488.38
2547,10,540,16,2023-10-21,3,122.08,366.24
2548,36,197,6,2024-10-05,4,488.38,1953.52
2549,47,322,9,2023-01-20,2,163.54,327.08
2550,39,928,1,2023-11-09,1,391.69,391.69
2551,21,515,3,2024-03-18,4,441.38,1765.52
2552,16,250,2,2024-05-18,1,170.47,170.47
2553,23,848,5,2024-02-12,5,259.5,1297.5
2554,24,456,20,2023-03-18,2,447.75,895.5
2555,6,734,18,2024-10-29,2,382.22,764.44
2556,11,183,3,2023-10-30,2,497.06,994.12
2557,47,235,5,2023-07-06,1,163.54,163.54
2558,11,788,17,2023-10-13,2,497.06,994.12
2559,15,440,2,2023-10-23,1,170.46,170.46
2560,37,5,4,2024-10-05,3,220.89,662.67
2561,2,251,19,2024-03-15,2,138.27,276.54
2562,6,866,1,2024-06-19,4,382.22,1528.88
2563,1,176,7,2023-05-06,4,107.48,429.92
2564,8,493,3,2023-11-15,2,322.78,645.56
2565,31,111,8,2023-07-07,4,249.7,998.8
2566,7,13,2,2024-01-03,1,225.41,225.41
2567,6,52,8,2023-01-04,2,382.22,764.44
2568,3,747,10,2023-12-29,3,276.91,830.73
2569,20,670,3,2024-11-10,3,286.8,860.4
2570,20,180,4,2024-03-07,4,286.8,1147.2
2571,48,712,15,2024-01-15,5,194.93,974.65
2572,48,307,15,2024-05-30,3,194.93,584.79
2573,37,429,4,2023-08-21,4,220.89,883.56
2574,33,195,1,2024-08-08,5,269.05,1345.25
2575,15,604,4,2023-07-24,2,170.46,340.92
2576,26,466,14,2024-06-11,4,347.15,1388.6
2577,18,147,13,2023-12-08,4,200.41,801.64
2578,23,430,15,2024-01-14,5,259.5,1297.5
2579,38,222,17,2023-03-03,5,23.93,119.65
2580,31,891,6,2024-01-13,2,249.7,499.4
2581,8,412,7,2024-03-02,5,322.78,1613.9
2582,25,951,10,2023-08-26,5,260.99,1304.95
2583,28,515,12,2024-09-12,5,406.72,2033.6
2584,34,774,11,2024-01-31,3,418.02,1254.06
2585,26,992,20,2024-06-20,3,347.15,1041.45
2586,19,340,12,2024-08-02,2,203.07,406.14
2587,39,878,10,2024-10-15,5,391.69,1958.45
2588,35,563,1,2023-06-29,4,367.83,1471.32
2589,39,838,14,2024-07-10,5,391.69,1958.45
2590,23,779,1,2023-08-10,4,259.5,1038.0
2591,28,20,17,2024-01-25,2,406.72,813.44
2592,26,573,4,2024-08-01,1,347.15,347.15
2593,39,204,6,2023-04-03,1,391.69,391.69
2594,32,94,12,2024-08-06,1,385.42,385.42
2595,33,845,14,2023-05-27,2,269.05,538.1
2596,3,880,5,2023-10-24,1,276.91,276.91
2597,9,80,14,2024-02-22,4,226.05,904.2
2598,44,595,15,2023-04-20,1,472.09,472.09
2599,32,933,7,2023-07-27,5,385.42,1927.1
2600,46,649,8,2023-04-07,4,122.91,491.64
2601,4,51,20,2023-02-15,5,315.3,1576.5
2602,8,669,8,2024-11-03,1,322.78,322.78
2603,1,514,17,2023-02-20,3,107.48,322.44
2604,11,178,19,2024-02-26,3,497.06,1491.18
2605,17,696,5,2023-12-15,2,20.05,40.1
2606,18,444,6,2024-07-28,2,200.41,400.82
2607,29,363,16,2023-01-18,5,28.27,141.35
2608,34,972,12,2023-03-18,5,418.02,2090.1
2609,27,830,13,2024-04-22,4,99.84,399.36
2610,12,681,5,2024-05-26,1,78.4,78.4
2611,31,482,9,2023-03-02,4,249.7,998.8
2612,25,183,12,2024-05-04,2,260.99,521.98
2613,15,921,14,2024-02-08,2,170.46,340.92
2614,20,419,7,2023-10-05,1,286.8,286.8
2615,23,382,13,2023-05-22,2,259.5,519.0
2616,33,786,13,2023-10-16,2,269.05,538.1
2617,5,822,15,2023-10-06,1,107.02,107.02
2618,15,145,9,2023-03-26,5,170.46,852.3
2619,46,799,4,2023-11-19,5,122.91,614.55
2620,3,740,18,2024-05-12,1,276.91,276.91
2621,18,43,12,2023-04-11,4,200.41,801.64
2622,3,783,7,2024-11-03,4,276.91,1107.64
2623,39,439,9,2023-03-10,3,391.69,1175.07
2624,26,659,16,2023-04-16,1,347.15,347.15
2625,1,114,1,2024-06-20,4,107.48,429.92
2626,10,807,7,2023-01-01,4,122.08,488.32
2627,28,475,7,2024-09-15,3,406.72,1220.16
2628,11,653,20,2023-06-19,5,497.06,2485.3
2629,11,300,15,2023-05-31,3,497.06,1491.18
2630,2,46,4,2024-07-03,5,138.27,691.35
2631,40,49,11,2024-01-07,4,263.4,1053.6
2632,36,927,19,2023-02-17,3,488.38,1465.14
2633,48,836,17,2023-02-14,3,194.93,584.79
2634,1,580,8,2024-07-14,3,107.48,322.44
2635,1,670,18,2023-08-17,4,107.48,429.92
2636,41,502,19,2023-04-02,2,172.46,344.92
2637,37,274,8,2023-06-12,5,220.89,1104.45
2638,12,314,12,2023-07-08,5,78.4,392.0
2639,7,374,3,2024-09-10,3,225.41,676.23
2640,6,622,10,2024-08-17,2,382.22,764.44
2641,33,542,7,2023-05-14,5,269.05,1345.25
2642,37,969,17,2024-04-07,5,220.89,1104.45
2643,39,729,7,2024-08-30,2,391.69,783.38
2644,3,699,8,2023-09-18,3,276.91,830.73
2645,50,444,19,2023-06-30,3,351.37,1054.11
2646,12,951,6,2023-01-27,1,78.4,78.4
2647,35,255,20,2023-04-11,3,367.83,1103.49
2648,26,85,10,2023-08-25,5,347.15,1735.75
2649,35,87,7,2023-06-10,2,367.83,735.66
2650,21,550,7,2023-10-29,1,441.38,441.38
2651,12,970,1,2024-04-20,4,78.4,313.6
2652,11,805,2,2023-06-19,1,497.06,497.06
2653,27,146,6,2023-02-03,1,99.84,99.84
2654,25,964,20,2023-11-18,5,260.99,1304.95
2655,39,945,15,2024-06-11,4,391.69,1566.76
2656,23,890,10,2024-09-01,3,259.5,778.5
2657,12,842,16,2024-04-07,2,78.4,156.8
2658,31,768,6,2023-08-24,3,249.7,749.1
2659,41,921,19,2024-10-29,4,172.46,689.84
2660,29,65,9,2024-05-05,2,28.27,56.54
2661,40,346,5,2024-03-08,4,263.4,1053.6
2662,23,253,12,2023-12-06,2,259.5,519.0
2663,23,852,1,2024-03-13,5,259.5,1297.5
2664,9,471,16,2023-02-17,4,226.05,904.2
2665,28,914,16,2023-11-23,5,406.72,2033.6
2666,10,917,20,2023-05-16,3,122.08,366.24
2667,6,400,12,2024-08-22,5,382.22,1911.1
2668,16,829,17,2023-11-09,3,170.47,511.41
2669,16,228,5,2024-09-07,1,170.47,170.47
2670,6,847,20,2023-12-15,5,382.22,1911.1
2671,48,105,8,2023-11-22,2,194.93,389.86
2672,37,628,15,2023-02-17,3,220.89,662.67
2673,8,126,17,2024-11-04,5,322.78,1613.9
2674,4,737,19,2023-09-05,4,315.3,1261.2
2675,44,394,6,2023-01-08,5,472.09,2360.45
2676,29,454,10,2024-09-19,2,28.27,56.54
2677,21,828,14,2023-01-22,2,441.38,882.76
2678,18,302,1,2024-03-12,1,200.41,200.41
2679,39,252,1,2023-07-01,5,391.69,1958.45
2680,38,43,4,2023-03-08,4,23.93,95.72
2681,12,19,18,2024-06-22,3,78.4,235.2
2682,50,423,10,2023-11-07,3,351.37,1054.11
2683,23,592,18,2023-01-29,3,259.5,778.5
2684,16,491,2,2023-12-13,2,170.47,340.94
2685,34,773,3,2024-01-09,4,418.02,1672.08
2686,37,924,6,2024-06-30,3,220.89,662.67
2687,38,681,12,2023-11-19,3,23.93,71.79
2688,30,421,17,2023-10-16,5,193.36,966.8
2689,18,361,6,2024-05-29,1,200.41,200.41
2690,22,876,13,2023-08-26,1,185.61,185.61
2691,10,764,13,2024-10-21,2,122.08,244.16
2692,44,264,17,2023-01-13,2,472.09,944.18
2693,40,790,8,2024-11-13,2,263.4,526.8
2694,25,990,17,2023-09-22,5,260.99,1304.95
2695,31,232,2,2024-09-30,3,249.7,749.1
2696,50,282,7,2023-05-08,5,351.37,1756.85
2697,34,962,10,2023-02-17,4,418.02,1672.08
2698,28,8,16,2023-11-18,2,406.72,813.44
2699,33,711,18,2024-06-03,2,269.05,538.1
2700,48,25,9,2023-09-13,1,194.93,194.93
2701,7,58,2,2024-04-13,1,225.41,225.41
2702,4,817,1,2024-09-01,4,315.3,1261.2
2703,3,26,10,2023-09-07,3,276.91,830.73
2704,4,896,2,2023-09-30,1,315.3,315.3
2705,24,295,8,2023-08-17,3,447.75,1343.25
2706,41,997,20,2024-09-30,3,172.46,517.38
2707,19,924,16,2023-08-04,2,203.07,406.14
2708,36,563,2,2023-10-07,5,488.38,2441.9
2709,46,148,9,2024-09-17,4,122.91,491.64
2710,22,315,14,2023-09-12,2,185.61,371.22
2711,15,791,4,2024-01-27,3,170.46,511.38
2712,27,557,13,2024-02-01,4,99.84,399.36
2713,47,482,14,2024-01-27,2,163.54,327.08
2714,26,278,17,2023-04-12,3,347.15,1041.45
2715,8,652,15,2023-06-09,4,322.78,1291.12
2716,17,232,9,2023-07-16,4,20.05,80.2
2717,22,396,2,2024-03-27,2,185.61,371.22
2718,14,13,14,2024-11-28,3,118.89,356.67
2719,10,615,6,2023-08-21,5,122.08,610.4
2720,29,788,18,2023-10-08,1,28.27,28.27
2721,43,550,1,2023-09-18,3,6.21,18.63
2722,8,465,1,2023-05-31,3,322.78,968.34
2723,32,185,4,2024-07-24,5,385.42,1927.1
2724,48,602,13,2023-07-03,5,194.93,974.65
2725,31,49,19,2023-08-13,1,249.7,249.7
2726,19,8,10,2024-06-29,2,203.07,406.14
2727,14,11,1,2023-02-21,5,118.89,594.45
2728,33,332,4,2023-07-29,2,269.05,538.1
2729,47,996,7,2023-12-24,5,163.54,817.7
2730,36,540,15,2023-05-10,1,488.38,488.38
2731,50,976,1,2023-03-04,4,351.37,1405.48
2732,31,534,1,2023-01-31,2,249.7,499.4
2733,7,9,17,2024-02-27,2,225.41,450.82
2734,49,276,6,2024-03-25,3,75.66,226.98
2735,46,129,2,2023-03-12,3,122.91,368.73
2736,6,650,16,2023-06-06,4,382.22,1528.88
2737,20,951,5,2023-02-06,3,286.8,860.4
2738,31,209,5,2024-01-11,1,249.7,249.7
2739,28,785,15,2024-06-24,5,406.72,2033.6
2740,16,421,15,2023-08-28,3,170.47,511.41
2741,12,602,15,2023-05-24,2,78.4,156.8
2742,28,970,15,2023-11-05,1,406.72,406.72
2743,11,1,15,2023-08-25,3,497.06,1491.18
2744,24,744,13,2024-09-13,2,447.75,895.5
2745,12,514,14,2024-04-02,3,78.4,235.2
2746,10,514,8,2023-05-17,3,122.08,366.24
2747,45,678,19,2023-08-30,5,189.04,945.2
2748,49,853,12,2023-01-09,3,75.66,226.98
2749,32,368,10,2023-01-03,2,385.42,770.84
2750,6,911,18,2024-10-20,1,382.22,382.22
